Date,Time,Day,Road_ID,Weather,Vehicle_Count,Congestion_Level
2026-02-06,12:15,Friday,HSR_LAYOUT_1,Clear,53,Medium
2026-02-06,12:15,Friday,KORAMANGALA_100FT,Clear,57,Medium
2026-02-06,12:15,Friday,WHITEFIELD_MAIN,Clear,95,Medium
2026-02-06,12:15,Friday,ELECTRONIC_CITY_PHASE_1,Clear,102,Medium
2026-02-06,12:30,Friday,ORR_23,Clear,73,Low
2026-02-06,12:30,Friday,MG_ROAD,Clear,59,Low
2026-02-06,12:30,Friday,HSR_LAYOUT_1,Clear,52,Medium
2026-02-06,12:30,Friday,KORAMANGALA_100FT,Clear,61,Medium
2026-02-06,12:30,Friday,WHITEFIELD_MAIN,Rainy,104,Medium
2026-02-06,12:30,Friday,ELECTRONIC_CITY_PHASE_1,Rainy,119,Medium
2026-02-06,12:45,Friday,ORR_23,Clear,115,Medium
2026-02-06,12:45,Friday,MG_ROAD,Clear,58,Low
2026-02-06,12:45,Friday,HSR_LAYOUT_1,Clear,50,Medium
2026-02-06,12:45,Friday,KORAMANGALA_100FT,Clear,51,Medium
2026-02-06,12:45,Friday,WHITEFIELD_MAIN,Clear,77,Medium
2026-02-06,12:45,Friday,ELECTRONIC_CITY_PHASE_1,Cloudy,111,Medium
2026-02-06,13:00,Friday,ORR_23,Clear,106,Medium
2026-02-06,13:00,Friday,MG_ROAD,Clear,79,Medium
2026-02-06,13:00,Friday,HSR_LAYOUT_1,Clear,101,High
2026-02-06,13:00,Friday,KORAMANGALA_100FT,Clear,54,Medium
2026-02-06,13:00,Friday,WHITEFIELD_MAIN,Clear,93,Medium
2026-02-06,13:00,Friday,ELECTRONIC_CITY_PHASE_1,Clear,83,Medium
2026-02-06,13:15,Friday,ORR_23,Clear,96,Medium
2026-02-06,13:15,Friday,MG_ROAD,Clear,65,Medium
2026-02-06,13:15,Friday,HSR_LAYOUT_1,Clear,45,Medium
2026-02-06,13:15,Friday,KORAMANGALA_100FT,Clear,61,Medium
2026-02-06,13:15,Friday,WHITEFIELD_MAIN,Clear,66,Low
2026-02-06,13:15,Friday,ELECTRONIC_CITY_PHASE_1,Clear,131,Medium
2026-02-06,13:30,Friday,ORR_23,Clear,69,Low
2026-02-06,13:30,Friday,MG_ROAD,Clear,49,Low
2026-02-06,13:30,Friday,HSR_LAYOUT_1,Clear,56,Medium
2026-02-06,13:30,Friday,KORAMANGALA_100FT,Clear,63,Medium
2026-02-06,13:30,Friday,WHITEFIELD_MAIN,Clear,92,Medium
2026-02-06,13:30,Friday,ELECTRONIC_CITY_PHASE_1,Clear,102,Medium
2026-02-06,13:45,Friday,ORR_23,Clear,89,Medium
2026-02-06,13:45,Friday,MG_ROAD,Rainy,74,Medium
2026-02-06,13:45,Friday,HSR_LAYOUT_1,Clear,45,Medium
2026-02-06,13:45,Friday,KORAMANGALA_100FT,Clear,45,Low
2026-02-06,13:45,Friday,WHITEFIELD_MAIN,Cloudy,98,Medium
2026-02-06,13:45,Friday,ELECTRONIC_CITY_PHASE_1,Clear,87,Medium
2026-02-06,14:00,Friday,ORR_23,Clear,73,Low
2026-02-06,14:00,Friday,MG_ROAD,Clear,147,High
2026-02-06,14:00,Friday,HSR_LAYOUT_1,Clear,49,Medium
2026-02-06,14:00,Friday,KORAMANGALA_100FT,Clear,47,Low
2026-02-06,14:00,Friday,WHITEFIELD_MAIN,Rainy,90,Medium
2026-02-06,14:00,Friday,ELECTRONIC_CITY_PHASE_1,Clear,94,Medium
2026-02-06,14:15,Friday,ORR_23,Rainy,121,Medium
2026-02-06,14:15,Friday,MG_ROAD,Clear,59,Low
2026-02-06,14:15,Friday,HSR_LAYOUT_1,Clear,40,Medium
2026-02-06,14:15,Friday,KORAMANGALA_100FT,Clear,56,Medium
2026-02-06,14:15,Friday,WHITEFIELD_MAIN,Rainy,79,Medium
2026-02-06,14:15,Friday,ELECTRONIC_CITY_PHASE_1,Clear,61,Low
2026-02-06,14:30,Friday,ORR_23,Rainy,102,Medium
2026-02-06,14:30,Friday,MG_ROAD,Clear,64,Medium
2026-02-06,14:30,Friday,HSR_LAYOUT_1,Clear,48,Medium
2026-02-06,14:30,Friday,KORAMANGALA_100FT,Cloudy,71,Medium
2026-02-06,14:30,Friday,WHITEFIELD_MAIN,Clear,96,Medium
2026-02-06,14:30,Friday,ELECTRONIC_CITY_PHASE_1,Clear,86,Medium
2026-02-06,14:45,Friday,ORR_23,Clear,89,Medium
2026-02-06,14:45,Friday,MG_ROAD,Clear,52,Low
2026-02-06,14:45,Friday,HSR_LAYOUT_1,Rainy,58,Medium
2026-02-06,14:45,Friday,KORAMANGALA_100FT,Cloudy,50,Medium
2026-02-06,14:45,Friday,WHITEFIELD_MAIN,Clear,86,Medium
2026-02-06,14:45,Friday,ELECTRONIC_CITY_PHASE_1,Clear,73,Low
2026-02-06,15:00,Friday,ORR_23,Clear,70,Low
2026-02-06,15:00,Friday,MG_ROAD,Cloudy,67,Medium
2026-02-06,15:00,Friday,HSR_LAYOUT_1,Clear,28,Low
2026-02-06,15:00,Friday,KORAMANGALA_100FT,Clear,40,Low
2026-02-06,15:00,Friday,WHITEFIELD_MAIN,Clear,66,Low
2026-02-06,15:00,Friday,ELECTRONIC_CITY_PHASE_1,Clear,51,Low
2026-02-06,15:15,Friday,ORR_23,Clear,64,Low
2026-02-06,15:15,Friday,MG_ROAD,Clear,45,Low
2026-02-06,15:15,Friday,HSR_LAYOUT_1,Rainy,39,Low
2026-02-06,15:15,Friday,KORAMANGALA_100FT,Clear,26,Low
2026-02-06,15:15,Friday,WHITEFIELD_MAIN,Clear,54,Low
2026-02-06,15:15,Friday,ELECTRONIC_CITY_PHASE_1,Clear,69,Low
2026-02-06,15:30,Friday,ORR_23,Cloudy,89,Medium
2026-02-06,15:30,Friday,MG_ROAD,Clear,59,Low
2026-02-06,15:30,Friday,HSR_LAYOUT_1,Clear,51,Medium
2026-02-06,15:30,Friday,KORAMANGALA_100FT,Rainy,37,Low
2026-02-06,15:30,Friday,WHITEFIELD_MAIN,Rainy,85,Medium
2026-02-06,15:30,Friday,ELECTRONIC_CITY_PHASE_1,Clear,63,Low
